,Candidat,Circ,Departement,Parti,Score
4788,Didier Chatel,2.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,94%"
4789,Bruno Martinville,2.0,-circonscription-yvelines,Parti pirate,"0,82%"
4790,Didier Ringot,2.0,-circonscription-yvelines,Lutte ouvrière,"0,27%"
4791,Ghislaine Geffroy,2.0,-circonscription-yvelines,NPA,"0,25%"
4792,Marie-Brigitte de la Maduère,2.0,-circonscription-yvelines,Parti chrétien démocrate,"0,00%"
4793,Henri Guaino,3.0,-circonscription-yvelines,UMP,"28,12%"
4794,Fabienne Gelgon-Bilbault,3.0,-circonscription-yvelines,Parti socialiste,"25,78%"
4795,Olivier Delaporte,3.0,-circonscription-yvelines,Divers droite,"23,01%"
4796,Sophie Souchère,3.0,-circonscription-yvelines,Rassemblement bleu Marine,"7,10%"
4797,Philippe Brillault,3.0,-circonscription-yvelines,Divers droite,"6,34%"
4798,Anne-Marie Rochon,3.0,-circonscription-yvelines,EELV,"2,61%"
4799,Catherine Radix,3.0,-circonscription-yvelines,Front de gauche,"2,25%"
4800,Adrienne Pirollo,3.0,-circonscription-yvelines,Parti radical valoisien,"1,15%"
4801,Bernard Hagège,3.0,-circonscription-yvelines,Parti chrétien démocrate,"0,85%"
4802,Sidi Sakho,3.0,-circonscription-yvelines,Sans étiquette,"0,61%"
4803,Samson Marzbani,3.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,47%"
4804,Hervé Séveno,3.0,-circonscription-yvelines,République solidaire,"0,38%"
4805,Christian Tollari,3.0,-circonscription-yvelines,RPF,"0,38%"
4806,Valérie Neyrand,3.0,-circonscription-yvelines,Alliance royale,"0,26%"
4807,Olivier Augustin,3.0,-circonscription-yvelines,Lutte ouvrière,"0,24%"
4808,Vincent Fournier,3.0,-circonscription-yvelines,NPA,"0,22%"
4809,Olivier Roussel,3.0,-circonscription-yvelines,Sans étiquette,"0,11%"
4810,Jacques Desmoineaux,3.0,-circonscription-yvelines,Sans étiquette,"0,09%"
4811,Jean-Philippe Lemaire,3.0,-circonscription-yvelines,Rassemblement d,"0,04%"
4812,Pierre Lequiller,4.0,-circonscription-yvelines,UMP,"36,00%"
4813,Sandrine Dubos,4.0,-circonscription-yvelines,Parti socialiste,"29,12%"
4814,Arnaud de Bourrousse,4.0,-circonscription-yvelines,Divers droite,"8,36%"
4815,Liliane Taraud,4.0,-circonscription-yvelines,Rassemblement bleu Marine,"7,81%"
4816,Jean Roger Davin,4.0,-circonscription-yvelines,Divers droite,"5,61%"
4817,José Tomas,4.0,-circonscription-yvelines,EELV,"4,53%"
4818,Florence Bihet,4.0,-circonscription-yvelines,Front de gauche,"3,64%"
4819,Elisabeth Saunier,4.0,-circonscription-yvelines,Le Centre pour la France,"3,44%"
4820,David Dubuis,4.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,78%"
4821,Laurence Hesse,4.0,-circonscription-yvelines,Lutte ouvrière,"0,29%"
4822,Christophe Bentz,4.0,-circonscription-yvelines,Divers droite,"0,23%"
4823,Mathilde Flusin,4.0,-circonscription-yvelines,Solidarité & Progrès,"0,21%"
4824,Anne Moynot,4.0,-circonscription-yvelines,Parti chrétien démocrate,"0,00%"
4825,Jacques Myard,5.0,-circonscription-yvelines,UMP,"45,69%"
4826,Michèle Vitrac-Pouzoulet,5.0,-circonscription-yvelines,Parti socialiste,"32,23%"
4827,Anne de Ferluc,5.0,-circonscription-yvelines,Rassemblement bleu Marine,"8,54%"
4828,Caroline Boisnel,5.0,-circonscription-yvelines,Le Centre pour la France,"3,79%"
4829,Roger Audroin,5.0,-circonscription-yvelines,Front de gauche,"3,55%"
4830,Romain Chiaradia,5.0,-circonscription-yvelines,EELV,"3,41%"
4831,Marie-Paule Leroy,5.0,-circonscription-yvelines,Parti chrétien démocrate,"1,00%"
4832,Jean-Philippe Mars,5.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,99%"
4833,Maëlle Mercier,5.0,-circonscription-yvelines,Solidarité & Progrès,"0,45%"
4834,Alain Lépicier,5.0,-circonscription-yvelines,Lutte ouvrière,"0,35%"
4835,Pierre Morange,6.0,-circonscription-yvelines,UMP,"45,23%"
4836,Eddie Aït,6.0,-circonscription-yvelines,Parti radical de gauche,"27,86%"
4837,Judith Louvel,6.0,-circonscription-yvelines,Rassemblement bleu Marine,"8,54%"
4838,Alain Outreman,6.0,-circonscription-yvelines,Front de gauche,"5,88%"
4839,Franck Chefdor,6.0,-circonscription-yvelines,Alliance centriste,"4,17%"
4840,Karine Peiger,6.0,-circonscription-yvelines,EELV,"3,64%"
4841,Xavier Roche,6.0,-circonscription-yvelines,Parti chrétien démocrate,"1,68%"
4842,Philippe Gautry,6.0,-circonscription-yvelines,Sans étiquette,"1,16%"
4843,Caroline Roelandt,6.0,-circonscription-yvelines,Debout la République,"0,85%"
4844,Marielle Saulnier,6.0,-circonscription-yvelines,Lutte ouvrière,"0,38%"
4845,Philippe Moreau,6.0,-circonscription-yvelines,NPA,"0,28%"
4846,Sandra Fevre,6.0,-circonscription-yvelines,MPF,"0,25%"
4847,Franck Tribes,6.0,-circonscription-yvelines,Parti pirate,"0,07%"
4848,Estelle Rodes,7.0,-circonscription-yvelines,Parti socialiste,"35,16%"
4849,Arnaud Richard,7.0,-circonscription-yvelines,Parti radical valoisien,"32,77%"
4850,Alexandre Delport,7.0,-circonscription-yvelines,Rassemblement bleu Marine,"12,10%"
4851,Gaël Callonnec,7.0,-circonscription-yvelines,EELV,"6,45%"
4852,Mouni Coudoux,7.0,-circonscription-yvelines,Front de gauche,"3,75%"
4853,Jacques Massacré,7.0,-circonscription-yvelines,Divers droite,"2,77%"
4854,Denis Faist,7.0,-circonscription-yvelines,Le Centre pour la France,"2,69%"
4855,Myriam Baeckeroot,7.0,-circonscription-yvelines,Le Parti de la France,"1,53%"
4856,Charles-Henri Bruyand,7.0,-circonscription-yvelines,Parti pirate,"0,78%"
4857,Claire Coueignas,7.0,-circonscription-yvelines,Debout la République,"0,64%"
4858,Fouad Abouhamda,7.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,53%"
4859,Martine Petitpain,7.0,-circonscription-yvelines,NPA,"0,43%"
4860,Ali Kaya,7.0,-circonscription-yvelines,Lutte ouvrière,"0,39%"
4861,Françoise Descamps-Crosnier,8.0,-circonscription-yvelines,Parti socialiste,"35,78%"
4862,Cécile Dumoulin,8.0,-circonscription-yvelines,UMP,"30,56%"
4863,Patricia Cote,8.0,-circonscription-yvelines,Rassemblement bleu Marine,"16,98%"
4864,Eric Roulot,8.0,-circonscription-yvelines,Front de gauche,"9,35%"
4865,Joël Mariojouls,8.0,-circonscription-yvelines,EELV,"2,22%"
4866,Atika Hayet Morillon,8.0,-circonscription-yvelines,Le Centre pour la France,"1,92%"
4867,Stéphane Galardini,8.0,-circonscription-yvelines,Le Trèfle,"0,85%"
4868,Kader Taouza,8.0,-circonscription-yvelines,"
									Mouvement de la Pluralité Populaire 									","0,54%"
4869,Souad Debache-Boulfoul,8.0,-circonscription-yvelines,Debout la République,"0,48%"
4870,Maurice Martin,8.0,-circonscription-yvelines,Parti ouvrier indépendant,"0,40%"
4871,Thierry Gonnot,8.0,-circonscription-yvelines,Lutte ouvrière,"0,36%"
4872,Elisabeth Mattei,8.0,-circonscription-yvelines,Solidarité & Progrès,"0,29%"
4873,Rita Charles,8.0,-circonscription-yvelines,NPA,"0,27%"
4874,Jean-Marie Tétart,9.0,-circonscription-yvelines,UMP,"36,06%"
4875,Mounir Satouri,9.0,-circonscription-yvelines,EELV,"33,26%"
4876,Pierre Chassin,9.0,-circonscription-yvelines,Rassemblement bleu Marine,"18,82%"
4877,Navid Hussain-Zaidi,9.0,-circonscription-yvelines,Front de gauche,"4,80%"
4878,François Martin,9.0,-circonscription-yvelines,Parti chrétien démocrate,"1,61%"
4879,Robert Gronoff,9.0,-circonscription-yvelines,Debout la République,"1,46%"
4880,Christiane Gadé,9.0,-circonscription-yvelines,MNR,"1,44%"
4881,Philippe Gommard,9.0,-circonscription-yvelines,Lutte ouvrière,"1,03%"
4882,Christophe Horen,9.0,-circonscription-yvelines,MPF,"0,88%"
4883,Sylvie Lauffenburger,9.0,-circonscription-yvelines,NPA,"0,64%"
4884,Anny Poursinoff,10.0,-circonscription-yvelines,EELV,"34,67%"
4885,Jean-Frédéric Poisson,10.0,-circonscription-yvelines,UMP,"34,65%"
4886,Philippe Chevrier,10.0,-circonscription-yvelines,Rassemblement bleu Marine,"11,83%"
4887,Claire Vignaud,10.0,-circonscription-yvelines,Front de gauche,"4,62%"
4888,François de la Villardière,10.0,-circonscription-yvelines,Divers droite,"4,38%"
4889,Michel Lhemery,10.0,-circonscription-yvelines,Le Centre pour la France,"3,01%"
4890,Maxime Rouquet,10.0,-circonscription-yvelines,Parti pirate,"1,82%"
4891,Géraldine Squenel,10.0,-circonscription-yvelines,Alliance centriste,"1,63%"
4892,Yann Gautier,10.0,-circonscription-yvelines,Divers droite,"1,30%"
4893,Michel Gobillon,10.0,-circonscription-yvelines,Alliance écologiste indépendante,"1,23%"
4894,Florence Bedague,10.0,-circonscription-yvelines,Lutte ouvrière,"0,40%"
4895,Cyrille Saint-Mleux,10.0,-circonscription-yvelines,Alliance royale,"0,25%"
4896,Claude Normand,10.0,-circonscription-yvelines,NPA,"0,22%"
4897,Benoît Hamon,11.0,-circonscription-yvelines,Parti socialiste,"45,30%"
4898,Jean-Michel Fourgous,11.0,-circonscription-yvelines,UMP,"34,26%"
4899,Jacques Dairou,11.0,-circonscription-yvelines,Rassemblement bleu Marine,"8,39%"
4900,Luc Miserey,11.0,-circonscription-yvelines,Front de gauche,"4,92%"
4901,Evelyne Duquennoy,11.0,-circonscription-yvelines,Le Centre pour la France,"3,04%"
4902,Marie de Montbel,11.0,-circonscription-yvelines,Parti chrétien démocrate,"1,04%"
4903,Jérémy Bizet,11.0,-circonscription-yvelines,Europe-Liberté,"0,89%"
4904,Thierry Barry,11.0,-circonscription-yvelines,Alliance écologiste indépendante,"0,76%"
4905,Sylvia Cantaluppi,11.0,-circonscription-yvelines,Debout la République,"0,68%"
4906,Christine Egasse,11.0,-circonscription-yvelines,Lutte ouvrière,"0,38%"
4907,Lydia Chenal,11.0,-circonscription-yvelines,NPA,"0,35%"
4908,David Douillet,12.0,-circonscription-yvelines,UMP,"41,69%"
4909,Frédérik Bernard,12.0,-circonscription-yvelines,Parti socialiste,"33,98%"
4910,Bernard Huet,12.0,-circonscription-yvelines,Rassemblement bleu Marine,"9,97%"
4911,Sophie Renard,12.0,-circonscription-yvelines,EELV,"5,70%"
4912,Michèle Valladon,12.0,-circonscription-yvelines,Front de gauche,"4,28%"
4913,Florence Bernard,12.0,-circonscription-yvelines,Debout la République,"1,56%"
4914,Isabelle Fournière,12.0,-circonscription-yvelines,MHAN,"1,27%"
4915,Pascale Gautheret,12.0,-circonscription-yvelines,Parti chrétien démocrate,"0,92%"
4916,Frédéric Hemery,12.0,-circonscription-yvelines,"
									Lutte ouvrière									","0,33%"
4917,Raphaëlle Le Goff,12.0,-circonscription-yvelines,NPA,"0,28%"
4918,Jean-Patrick Abelsohn,12.0,-circonscription-yvelines,Parti pour la décroissance,"0,01%"
4919,Pierre Meurin,12.0,-circonscription-yvelines,Divers droite,"0,01%"
4920,Geneviève Gaillard,1.0,-circonscription-deux-sevres,Parti socialiste,"42,40%"
4921,Jérôme Baloge,1.0,-circonscription-deux-sevres,Parti radical valoisien,"30,64%"
4922,Nathalie Seguin,1.0,-circonscription-deux-sevres,Front de gauche,"9,39%"
4923,Lucie Chaumeron,1.0,-circonscription-deux-sevres,Rassemblement bleu Marine,"6,80%"
4924,Virginie Léonard,1.0,-circonscription-deux-sevres,EELV,"5,79%"
4925,Jean-Michel Prieur,1.0,-circonscription-deux-sevres,Le Centre pour la France,"3,33%"
4926,Michel Mignard,1.0,-circonscription-deux-sevres,CAP21,"0,92%"
4927,Maryse Vallée,1.0,-circonscription-deux-sevres,Lutte ouvrière,"0,75%"
4928,Delphine Batho,2.0,-circonscription-deux-sevres,Parti socialiste,"53,18%"
4929,Xavier Argenton,2.0,-circonscription-deux-sevres,Nouveau centre,"23,79%"
4930,Philippe Maurin,2.0,-circonscription-deux-sevres,Rassemblement bleu Marine,"9,47%"
4931,Christine Antoine,2.0,-circonscription-deux-sevres,Front de gauche,"4,25%"
4932,Geneviève Paillaud,2.0,-circonscription-deux-sevres,EELV,"3,02%"
4933,Benjamin Roux,2.0,-circonscription-deux-sevres,Debout la République,"2,02%"
4934,Solange Brouxel,2.0,-circonscription-deux-sevres,Le Centre pour la France,"1,79%"
4935,François Royal,2.0,-circonscription-deux-sevres,MPF,"1,35%"
4936,André Depouille,2.0,-circonscription-deux-sevres,NPA,"0,64%"
4937,Nicole Poupinot,2.0,-circonscription-deux-sevres,Lutte ouvrière,"0,42%"
4938,Gilles Athanassof,2.0,-circonscription-deux-sevres,Sans étiquette,"0,07%"
4939,Jean Grellier,3.0,-circonscription-deux-sevres,Parti socialiste,"47,80%"
4940,Philippe Mouiller,3.0,-circonscription-deux-sevres,UMP,"33,78%"
4941,Jean-Romée Charbonneau,3.0,-circonscription-deux-sevres,Rassemblement bleu Marine,"7,41%"
4942,Thibaut Lalu,3.0,-circonscription-deux-sevres,Front de gauche,"3,19%"
4943,Pierre Bureau,3.0,-circonscription-deux-sevres,Le Centre pour la France,"2,38%"
4944,Cyril Pouclet,3.0,-circonscription-deux-sevres,EELV,"2,18%"
4945,Laurent Legrip,3.0,-circonscription-deux-sevres,MPF,"1,20%"
4946,Brigitte Guiardel,3.0,-circonscription-deux-sevres,Debout la République,"0,64%"
4947,Corinne Auzanneau,3.0,-circonscription-deux-sevres,CAP21,"0,42%"
4948,Ludvic Szotowski,3.0,-circonscription-deux-sevres,Lutte ouvrière,"0,38%"
4949,Elisabeth Donzel,3.0,-circonscription-deux-sevres,Alliance écologiste indépendante,"0,26%"
4950,Franck Beillouin,3.0,-circonscription-deux-sevres,Parti des objecteurs de croissance,"0,21%"
4951,Jacques Goguy,3.0,-circonscription-deux-sevres,Sans étiquette,"0,15%"
4952,Pascale Boistard,1.0,-circonscription-somme,Parti socialiste,"32,83%"
4953,Stéphane Decayeux,1.0,-circonscription-somme,UMP,"23,23%"
4954,Yvon Flahaut,1.0,-circonscription-somme,Rassemblement bleu Marine,"17,70%"
4955,Jean-Claude Renaux,1.0,-circonscription-somme,Front de gauche,"11,67%"
4956,Mickaël Wamen,1.0,-circonscription-somme,"
									Communistes en Somme									","6,30%"
4957,Lyacout Haicheur,1.0,-circonscription-somme,EELV,"1,73%"
4958,Rachid Sallali,1.0,-circonscription-somme,Sans étiquette,"1,48%"
4959,Vladimir Mendès-Borgès,1.0,-circonscription-somme,Le Centre pour la France,"1,17%"
4960,Florence Perdu,1.0,-circonscription-somme,Le Parti de la France,"1,04%"
4961,Philippe Corne,1.0,-circonscription-somme,Debout la République,"0,99%"
4962,Nathalie Rossi,1.0,-circonscription-somme,Lutte ouvrière,"0,70%"
4963,Salwa Barjoud,1.0,-circonscription-somme,Parti radical valoisien,"0,70%"
4964,Mohamed Reziga,1.0,-circonscription-somme,La France en action,"0,45%"
4965,Olivier Jardé,2.0,-circonscription-somme,Nouveau centre,"35,49%"
4966,Barbara Pompili,2.0,-circonscription-somme,EELV,"34,05%"
4967,Valéry Druel,2.0,-circonscription-somme,Rassemblement bleu Marine,"13,84%"
4968,Marianne Mugnier,2.0,-circonscription-somme,Front de gauche,"8,27%"
4969,Olivier Bouzy,2.0,-circonscription-somme,Le Centre pour la France,"2,86%"
4970,Jacques Goffinon,2.0,-circonscription-somme,MRC,"2,36%"
4971,Christian Galli,2.0,-circonscription-somme,Alliance écologiste indépendante,"1,39%"
4972,Gwenaëlle Lamont,2.0,-circonscription-somme,Sans étiquette,"0,96%"
4973,Bruno Paleni,2.0,-circonscription-somme,Lutte ouvrière,"0,78%"
4974,Cyrille Olou,2.0,-circonscription-somme,"
									Parti universaliste de France 									","0,00%"
4975,Jean-Claude Buisine,3.0,-circonscription-somme,Parti socialiste,"31,14%"
4976,Jérôme Bignon,3.0,-circonscription-somme,UMP,"30,94%"
4977,Nathalie Huiart,3.0,-circonscription-somme,Rassemblement bleu Marine,"18,37%"
4978,David Lefevre,3.0,-circonscription-somme,Le Centre pour la France,"6,42%"
4979,Jacques Pecquery,3.0,-circonscription-somme,"
									Faire front à gauche									","6,19%"
4980,Colette Durot,3.0,-circonscription-somme,Front de gauche,"4,74%"
4981,Frank Moncomble,3.0,-circonscription-somme,EELV,"1,14%"
4982,Laurence Acoulon,3.0,-circonscription-somme,Lutte ouvrière,"0,49%"
4983,Sylvie Delsart,3.0,-circonscription-somme,"
									SEGA									","0,38%"
4984,Gérard Tabary,3.0,-circonscription-somme,Le Trèfle,"0,18%"
4985,Alain Gest,4.0,-circonscription-somme,UMP,"34,64%"
4986,Catherine Quignon,4.0,-circonscription-somme,Parti socialiste,"32,73%"
4987,Valéry Le Douguet,4.0,-circonscription-somme,Rassemblement bleu Marine,"16,61%"
4988,Jean-Christophe Loric,4.0,-circonscription-somme,Le Centre pour la France,"6,31%"
4989,Agnès Fruitier,4.0,-circonscription-somme,Front de gauche,"4,97%"
4990,Christian Wyttynck,4.0,-circonscription-somme,EELV,"2,05%"
4991,Christophe Blondé,4.0,-circonscription-somme,Debout la République,"1,24%"
4992,Pascal Flament,4.0,-circonscription-somme,Lutte ouvrière,"0,74%"
4993,Jean-Marie Desachy,4.0,-circonscription-somme,Sans étiquette,"0,71%"
4994,Stéphane Demilly,5.0,-circonscription-somme,Nouveau centre,"44,71%"
4995,Valérie Kumm,5.0,-circonscription-somme,Parti socialiste,"33,54%"
4996,Wallerand de Saint Just,5.0,-circonscription-somme,Rassemblement bleu Marine,"14,08%"
4997,Christine Barbier,5.0,-circonscription-somme,Front de gauche,"4,45%"
4998,Elodie Héren,5.0,-circonscription-somme,EELV,"1,47%"
4999,Monique Chapel,5.0,-circonscription-somme,Le Parti de la France,"0,97%"
5000,Hélène Launay,5.0,-circonscription-somme,Lutte ouvrière,"0,79%"
5001,Gérard Poujade,1.0,-circonscription-tarn,Parti socialiste,"35,71%"
5002,Philippe Folliot,1.0,-circonscription-tarn,Alliance centriste,"24,62%"
5003,Richard Amalvy,1.0,-circonscription-tarn,UMP,"15,83%"
5004,Frédéric Cabrolier,1.0,-circonscription-tarn,Rassemblement bleu Marine,"13,20%"
5005,Géraldine Rouquette,1.0,-circonscription-tarn,Front de gauche,"6,14%"
5006,Benoist Couliou,1.0,-circonscription-tarn,EELV,"3,32%"
5007,Fanny Tourraille,1.0,-circonscription-tarn,NPA,"0,53%"
5008,Vincent Lopez,1.0,-circonscription-tarn,Lutte ouvrière,"0,34%"
5009,Jean-Pierre Roustit,1.0,-circonscription-tarn,Alliance écologiste indépendante,"0,30%"
5010,Jacques Valax,2.0,-circonscription-tarn,Parti socialiste,"46,47%"
5011,Marie-Christine Boutonnet,2.0,-circonscription-tarn,Rassemblement bleu Marine,"17,45%"
5012,Henri del Rey,2.0,-circonscription-tarn,MPF,"16,15%"
5013,André Boudes,2.0,-circonscription-tarn,Front de gauche,"8,28%"
5014,Catherine Manuel,2.0,-circonscription-tarn,EELV,"3,88%"
5015,Françoise Rodet,2.0,-circonscription-tarn,Alliance centriste,"3,05%"
5016,Fabien Charry,2.0,-circonscription-tarn,MHAN,"1,20%"
5017,Pascal Thibaut,2.0,-circonscription-tarn,Debout la République,"1,05%"
5018,Gisèle Berlic,2.0,-circonscription-tarn,Partit occitan,"1,03%"
5019,Loïc Escaich,2.0,-circonscription-tarn,NPA,"0,59%"
5020,Boris Gimenez-Sastre,2.0,-circonscription-tarn,Lutte ouvrière,"0,44%"
5021,Christian Demeautis,2.0,-circonscription-tarn,Parti ouvrier indépendant,"0,27%"
5022,Jean-Pierre Camo,2.0,-circonscription-tarn,Alliance écologiste indépendante,"0,16%"
5023,Jean-Pierre Moreno,2.0,-circonscription-tarn,MHAN,"0,00%"
5024,Bernard Carayon,3.0,-circonscription-tarn,UMP,"33,47%"
5025,Linda Gourjade,3.0,-circonscription-tarn,Parti socialiste,"24,15%"
5026,Didier Houlès,3.0,-circonscription-tarn,Divers gauche,"13,87%"
5027,Jean-Paul Piloz,3.0,-circonscription-tarn,Rassemblement bleu Marine,"13,42%"
5028,Philippe Guérineau,3.0,-circonscription-tarn,Front de gauche,"5,97%"
5029,Anne Laperrouze,3.0,-circonscription-tarn,Alliance centriste,"5,03%"
5030,Francine Ricouart,3.0,-circonscription-tarn,EELV,"2,12%"
5031,Véronique Ruschke,3.0,-circonscription-tarn,Le Trèfle,"0,83%"
5032,Chantal Tressens,3.0,-circonscription-tarn,Lutte ouvrière,"0,36%"
5033,Antoine Dequidt,3.0,-circonscription-tarn,NPA,"0,34%"
5034,Jean Fauche,3.0,-circonscription-tarn,Les Alternatifs,"0,26%"
5035,Sandrine Gauthier,3.0,-circonscription-tarn,Alliance écologiste indépendante,"0,19%"
5036,Valérie Rabault,1.0,-circonscription-tarn-et-garonne,Parti socialiste,"38,20%"
5037,Brigitte Barèges,1.0,-circonscription-tarn-et-garonne,UMP,"32,76%"
5038,Thierry Viallon,1.0,-circonscription-tarn-et-garonne,Rassemblement bleu Marine,"14,45%"
5039,Marie-Claude Bouyssi,1.0,-circonscription-tarn-et-garonne,Front de gauche,"6,16%"
5040,Jean-Jacques Boyer,1.0,-circonscription-tarn-et-garonne,EELV,"2,80%"
5041,Thierry Faget,1.0,-circonscription-tarn-et-garonne,Le Centre pour la France,"1,98%"
5042,François Mouchard,1.0,-circonscription-tarn-et-garonne,Divers gauche,"1,36%"
5043,Catherine Le Boulanger,1.0,-circonscription-tarn-et-garonne,Alliance écologiste indépendante,"0,85%"
5044,Jean-Claude Fontayne,1.0,-circonscription-tarn-et-garonne,Parti chrétien démocrate,"0,67%"
5045,Richard Blanco,1.0,-circonscription-tarn-et-garonne,Lutte ouvrière,"0,43%"
5046,Jean-Francois Grilhault des Fontaines,1.0,-circonscription-tarn-et-garonne,Solidarité & Progrès,"0,34%"
5047,Sylvia Pinel,2.0,-circonscription-tarn-et-garonne,Parti radical de gauche,"42,05%"
5048,Marie-Claude Dulac,2.0,-circonscription-tarn-et-garonne,Rassemblement bleu Marine,"19,21%"
5049,Philippe de Vergnette,2.0,-circonscription-tarn-et-garonne,UMP,"17,38%"
5050,Jacques Briat,2.0,-circonscription-tarn-et-garonne,Divers droite,"8,38%"
5051,Maximilien Reynès-Duplex,2.0,-circonscription-tarn-et-garonne,Front de gauche,"5,47%"
5052,Joëlle Simonet,2.0,-circonscription-tarn-et-garonne,EELV,"3,51%"
5053,Sophie Pla,2.0,-circonscription-tarn-et-garonne,"
									Alliance radicale et centriste									","1,02%"
5054,Jean-Paul Damaggio,2.0,-circonscription-tarn-et-garonne,Divers gauche,"0,92%"
5055,Brigitte Ventre,2.0,-circonscription-tarn-et-garonne,Debout la République,"0,67%"
5056,Sabine Richard-Nicolas,2.0,-circonscription-tarn-et-garonne,Nouveau centre,"0,49%"
5057,Françoise Ratsimba,2.0,-circonscription-tarn-et-garonne,Lutte ouvrière,"0,48%"
5058,Cédric Levieux,2.0,-circonscription-tarn-et-garonne,Parti pirate,"0,43%"
5059,Geneviève Levy,1.0,-circonscription-var,UMP,"42,02%"
5060,Robert Alfonsi,1.0,-circonscription-var,Parti socialiste,"27,75%"
5061,Danièle Le Gac,1.0,-circonscription-var,Rassemblement bleu Marine,"20,62%"
5062,Philippe Himber,1.0,-circonscription-var,Front de gauche,"4,13%"
5063,Pierre-Jacques Depallens,1.0,-circonscription-var,Le Centre pour la France,"2,27%"
5064,Josette Corbin,1.0,-circonscription-var,MHAN,"1,15%"
5065,Etienne Eblin,1.0,-circonscription-var,Alliance écologiste indépendante,"0,83%"
5066,Pierre Costa,1.0,-circonscription-var,Partit occitan,"0,39%"
5067,Nicole Jeune,1.0,-circonscription-var,NPA,"0,29%"
5068,Jean-Michel Ghiotto,1.0,-circonscription-var,Lutte ouvrière,"0,28%"
5069,Dominique Canut,1.0,-circonscription-var,Parti ouvrier indépendant,"0,27%"
5070,Philippe Vitel,2.0,-circonscription-var,UMP,"35,28%"
5071,Mireille Peirano,2.0,-circonscription-var,Parti socialiste,"30,13%"
5072,Jean-Yves Waquet,2.0,-circonscription-var,Rassemblement bleu Marine,"24,27%"
5073,Luc Léandri,2.0,-circonscription-var,Front de gauche,"5,30%"
5074,Olivier Lesage,2.0,-circonscription-var,Alliance écologiste indépendante,"2,08%"
5075,Nicolas Lapeyre,2.0,-circonscription-var,Le Trèfle,"1,29%"
5076,Anna Rallo,2.0,-circonscription-var,Le Centre pour la France,"1,26%"
5077,Renée Defrance,2.0,-circonscription-var,Lutte ouvrière,"0,37%"
5078,Jean-Pierre Giran,3.0,-circonscription-var,UMP,"37,89%"
5079,Joël Canapa,3.0,-circonscription-var,Parti radical de gauche,"28,76%"
5080,Bruno Gollnisch,3.0,-circonscription-var,Rassemblement bleu Marine,"24,13%"
5081,Gilberte Mandon,3.0,-circonscription-var,Front de gauche,"4,26%"
5082,Françoise Guilmoto,3.0,-circonscription-var,Alliance écologiste indépendante,"1,59%"
5083,Jean Donzel,3.0,-circonscription-var,Alliance centriste,"1,45%"
5084,Jean-Louis Banès,3.0,-circonscription-var,Parti chrétien démocrate,"0,97%"
5085,Anne Foata,3.0,-circonscription-var,Femu a Corsica,"0,34%"
5086,Frédéric Gourc,3.0,-circonscription-var,Lutte ouvrière,"0,32%"
5087,Jacques Nikonoff,3.0,-circonscription-var,MPEP,"0,29%"
5088,Jean-Michel Couve,4.0,-circonscription-var,UMP,"32,21%"
5089,Jean-Louis Bouguereau,4.0,-circonscription-var,Rassemblement bleu Marine,"23,73%"
5090,Jean-Laurent Félizia,4.0,-circonscription-var,EELV,"21,78%"
5091,Vincent Morisse,4.0,-circonscription-var,Divers droite,"14,16%"
5092,Jean-Marie Bernardi,4.0,-circonscription-var,Front de gauche,"4,28%"
5093,Chantal Thomas,4.0,-circonscription-var,Le Trèfle,"1,34%"
5094,Marie-José Reche,4.0,-circonscription-var,Divers droite,"0,71%"
5095,Marika Patti,4.0,-circonscription-var,Debout la République,"0,69%"
5096,Christine Beyl,4.0,-circonscription-var,Alliance écologiste indépendante,"0,63%"
5097,Didier Grassineau,4.0,-circonscription-var,NPA,"0,24%"
5098,Pierre Deidon,4.0,-circonscription-var,Lutte ouvrière,"0,22%"
5099,Jordi Dit Georges Ginesta,5.0,-circonscription-var,UMP,"40,87%"
5100,David Rachline,5.0,-circonscription-var,Rassemblement bleu Marine,"25,56%"
5101,Martine Bouvard,5.0,-circonscription-var,Parti socialiste,"21,08%"
5102,Philippe Michel,5.0,-circonscription-var,Le Centre pour la France,"6,48%"
5103,Marie-Dominique Fièvre,5.0,-circonscription-var,Front de gauche,"2,88%"
5104,Serge Castro,5.0,-circonscription-var,Le Trèfle,"1,63%"
5105,Moussa Ba,5.0,-circonscription-var,Alliance écologiste indépendante,"0,72%"
5106,Thérèse Declercq-Thomas,5.0,-circonscription-var,MPF,"0,43%"
5107,Muriel Monchal,5.0,-circonscription-var,Lutte ouvrière,"0,35%"
5108,Josette Pons,6.0,-circonscription-var,UMP,"35,65%"
5109,Armelle de Pierrefeu,6.0,-circonscription-var,Rassemblement bleu Marine,"24,97%"
5110,Delphine Van Hoorebeke,6.0,-circonscription-var,EELV,"20,65%"
5111,Gérard Bleinc,6.0,-circonscription-var,Divers gauche,"7,55%"
5112,Alain Bolla,6.0,-circonscription-var,Front de gauche,"6,19%"
5113,Christophe Bolla,6.0,-circonscription-var,Nouveau centre,"2,32%"
5114,Robert Silvani,6.0,-circonscription-var,Le Trèfle,"1,14%"
