,Candidat,Circ,Departement,Parti,Score
4389,Liliane Hillereau,8.0,-circonscription-paris,Sans étiquette,"0,15%"
4390,Patrice Hénin,8.0,-circonscription-paris,Sans étiquette,"0,14%"
4391,Majid Touhami,8.0,-circonscription-paris,Sans étiquette,"0,11%"
4392,Jean-Marie Le Guen,9.0,-circonscription-paris,Parti socialiste,"47,17%"
4393,Anne-Sophie Souhaité,9.0,-circonscription-paris,UMP,"21,82%"
4394,Emmanuelle Becker,9.0,-circonscription-paris,Front de gauche,"10,27%"
4395,Catherine Creton,9.0,-circonscription-paris,Rassemblement bleu Marine,"6,98%"
4396,Guillaume Fillon,9.0,-circonscription-paris,EELV,"6,06%"
4397,Fadila Mehal,9.0,-circonscription-paris,Le Centre pour la France,"2,97%"
4398,Marielle Blanc-Pernin,9.0,-circonscription-paris,Alliance écologiste indépendante,"0,75%"
4399,Mariz Lechesne,9.0,-circonscription-paris,Parti radical valoisien,"0,69%"
4400,David Boulle,9.0,-circonscription-paris,NPA,"0,64%"
4401,Grégory Auda,9.0,-circonscription-paris,Divers gauche,"0,62%"
4402,Clémence Hebert,9.0,-circonscription-paris,Parti chrétien démocrate,"0,58%"
4403,Emmanuel Dehu,9.0,-circonscription-paris,Parti ouvrier indépendant,"0,50%"
4404,Karim Choulak,9.0,-circonscription-paris,Lutte ouvrière,"0,42%"
4405,Cyprien Bisot,9.0,-circonscription-paris,Parti pirate,"0,28%"
4406,Pierre Gallois,9.0,-circonscription-paris,CNIP,"0,27%"
4407,Gilles Chehade,9.0,-circonscription-paris,Parti du vote blanc,"0,00%"
4408,Caroline de Braquilanges,9.0,-circonscription-paris,Divers droite,"0,00%"
4409,Denis Baupin,10.0,-circonscription-paris,EELV,"42,89%"
4410,Chenva Tieu,10.0,-circonscription-paris,UMP,"23,13%"
4411,Leïla Chaibi,10.0,-circonscription-paris,Front de gauche,"11,62%"
4412,Bruno Lalouette,10.0,-circonscription-paris,Rassemblement bleu Marine,"7,27%"
4413,Chantal Godinot,10.0,-circonscription-paris,Le Centre pour la France,"4,36%"
4414,Michel Fize,10.0,-circonscription-paris,MUP,"1,81%"
4415,Philippe Navarre,10.0,-circonscription-paris,MRC,"1,78%"
4416,Sébastien Veyrat,10.0,-circonscription-paris,Parti pirate,"1,16%"
4417,Olivier Santi,10.0,-circonscription-paris,Debout la République,"1,13%"
4418,Isabelle Jacono,10.0,-circonscription-paris,France écologie,"0,97%"
4419,Mustapha Mansour,10.0,-circonscription-paris,Alliance écologiste indépendante,"0,83%"
4420,Benoît Meyruey,10.0,-circonscription-paris,Nouveau centre,"0,66%"
4421,Alexandre Kadur,10.0,-circonscription-paris,Alliance centriste,"0,54%"
4422,Sophie Bournazel,10.0,-circonscription-paris,NPA,"0,52%"
4423,Olivia Baille,10.0,-circonscription-paris,Lutte ouvrière,"0,44%"
4424,Antoine Aupetitallot de Chemellier,10.0,-circonscription-paris,CNIP,"0,41%"
4425,Jean-Pierre Daymard,10.0,-circonscription-paris,Parti ouvrier indépendant,"0,39%"
4426,Nicole Beaucourt,10.0,-circonscription-paris,Rassemblement d,"0,08%"
4427,Antonia Luxem,10.0,-circonscription-paris,Parti du vote blanc,"0,00%"
4428,Pascal Cherki,11.0,-circonscription-paris,Parti socialiste,"40,11%"
4429,Jean-Pierre Lecoq,11.0,-circonscription-paris,UMP,"33,43%"
4430,Dominique Noguères,11.0,-circonscription-paris,Front de gauche,"6,08%"
4431,Célia Blauel,11.0,-circonscription-paris,EELV,"5,78%"
4432,Claire Coutau-Bégarie,11.0,-circonscription-paris,Rassemblement bleu Marine,"4,47%"
4433,Jean-François Martins,11.0,-circonscription-paris,Le Centre pour la France,"3,66%"
4434,Marianne Picard,11.0,-circonscription-paris,MRC,"1,04%"
4435,Philippe Péjo,11.0,-circonscription-paris,Parti radical valoisien,"1,03%"
4436,Frédéric Cella,11.0,-circonscription-paris,Parti pirate,"0,87%"
4437,Laurent Duffault,11.0,-circonscription-paris,Nouveau centre,"0,68%"
4438,Miron Cusa,11.0,-circonscription-paris,MHAN,"0,62%"
4439,Dominique Mahé,11.0,-circonscription-paris,Debout la République,"0,57%"
4440,Maxime-Valery Muller,11.0,-circonscription-paris,Sans étiquette,"0,46%"
4441,Florine Wong,11.0,-circonscription-paris,NPA,"0,36%"
4442,Jean-Noël Benoit,11.0,-circonscription-paris,Parti fédéraliste européen,"0,31%"
4443,Charles-Henri Bernard,11.0,-circonscription-paris,CNIP,"0,31%"
4444,Laurent Vinciguerra,11.0,-circonscription-paris,Lutte ouvrière,"0,20%"
4445,Philippe Goujon,12.0,-circonscription-paris,UMP,"49,87%"
4446,Capucine Edou,12.0,-circonscription-paris,Parti socialiste,"32,08%"
4447,Catherine Salvisberg,12.0,-circonscription-paris,Rassemblement bleu Marine,"5,13%"
4448,Stéphane Cosse,12.0,-circonscription-paris,Le Centre pour la France,"4,43%"
4449,Marianne Journiac,12.0,-circonscription-paris,Front de gauche,"2,62%"
4450,Christiane Coudray,12.0,-circonscription-paris,MEI,"1,87%"
4451,François Potié-Lussigny,12.0,-circonscription-paris,Parti chrétien démocrate,"1,27%"
4452,Maëlle Croissant,12.0,-circonscription-paris,Parti pirate,"0,84%"
4453,Guillaume Fleury,12.0,-circonscription-paris,Alliance écologiste indépendante,"0,62%"
4454,Claudine El Khoury,12.0,-circonscription-paris,Debout la République,"0,49%"
4455,Armand Abadie,12.0,-circonscription-paris,Parti libéral démocrate,"0,29%"
4456,Sylvie Tridon,12.0,-circonscription-paris,NPA,"0,25%"
4457,Sylvie Million,12.0,-circonscription-paris,Lutte ouvrière,"0,13%"
4458,Dominique Pavy,12.0,-circonscription-paris,Solidarité & Progrès,"0,11%"
4459,Jean-François Lamour,13.0,-circonscription-paris,UMP,"43,87%"
4460,Gilles Alayrac,13.0,-circonscription-paris,Parti radical de gauche,"34,35%"
4461,Olivier Cornu,13.0,-circonscription-paris,Rassemblement bleu Marine,"5,29%"
4462,Véronique Sandoval,13.0,-circonscription-paris,Front de gauche,"3,98%"
4463,Delphine Girard,13.0,-circonscription-paris,Le Centre pour la France,"3,81%"
4464,Jean Lafont,13.0,-circonscription-paris,EELV,"3,68%"
4465,Dominique Baud,13.0,-circonscription-paris,Parti libéral démocrate,"1,31%"
4466,Fabien Manhes,13.0,-circonscription-paris,Divers gauche,"0,78%"
4467,Geneviève Masson,13.0,-circonscription-paris,Parti chrétien démocrate,"0,70%"
4468,Jean-Baptiste DUBOIS,13.0,-circonscription-paris,Parti pirate,"0,58%"
4469,Joseph-Emmanuel Angier,13.0,-circonscription-paris,Debout la République,"0,52%"
4470,Shéhérazade Benzerga,13.0,-circonscription-paris,Sans étiquette,"0,33%"
4471,Jean Chambrun,13.0,-circonscription-paris,NPA,"0,26%"
4472,Sylvie Hernandez,13.0,-circonscription-paris,Alliance royale,"0,21%"
4473,Mélanie Peyraud,13.0,-circonscription-paris,Lutte ouvrière,"0,17%"
4474,Alexandre Cuignache,13.0,-circonscription-paris,CNIP,"0,16%"
4475,Claude Goasguen,14.0,-circonscription-paris,UMP,"58,11%"
4476,Annie Novelli,14.0,-circonscription-paris,Parti socialiste,"16,12%"
4477,David Alphand,14.0,-circonscription-paris,Divers droite,"8,85%"
4478,Marc de Joussineau,14.0,-circonscription-paris,Rassemblement bleu Marine,"5,49%"
4479,Béatrice Lecouturier,14.0,-circonscription-paris,Le Centre pour la France,"2,38%"
4480,Antoine Beauquier,14.0,-circonscription-paris,Parti chrétien démocrate,"2,21%"
4481,Catherine Ribes,14.0,-circonscription-paris,EELV,"2,17%"
4482,Valérie Sachs,14.0,-circonscription-paris,Nouveau centre,"1,37%"
4483,Laura Pailler,14.0,-circonscription-paris,Front de gauche,"1,28%"
4484,Serge Rader,14.0,-circonscription-paris,Debout la République,"0,68%"
4485,Véronique Vermorel,14.0,-circonscription-paris,Parti pirate,"0,61%"
4486,Virginie Bouilliez,14.0,-circonscription-paris,Divers droite,"0,33%"
4487,Loïc Baverel,14.0,-circonscription-paris,Alliance royale,"0,22%"
4488,Jean-Pierre Dalmas,14.0,-circonscription-paris,Lutte ouvrière,"0,11%"
4489,Anta Sylla,14.0,-circonscription-paris,Divers droite,"0,06%"
4490,Alexandra Lupin,14.0,-circonscription-paris,Parti libéral démocrate,"0,00%"
4491,George Pau-Langevin,15.0,-circonscription-paris,Parti socialiste,"47,01%"
4492,Nathalie Fanfant,15.0,-circonscription-paris,UMP,"17,96%"
4493,Didier Le Reste,15.0,-circonscription-paris,Front de gauche,"12,44%"
4494,Arlette Zilberg,15.0,-circonscription-paris,EELV,"7,88%"
4495,Geneviève Beduneau,15.0,-circonscription-paris,Rassemblement bleu Marine,"6,67%"
4496,Sonia Ouertani,15.0,-circonscription-paris,Le Centre pour la France,"3,18%"
4497,Pierre Mounier,15.0,-circonscription-paris,Parti pirate,"1,94%"
4498,Claude Trannet,15.0,-circonscription-paris,Debout la République,"0,74%"
4499,Pénélope Duggan,15.0,-circonscription-paris,NPA,"0,61%"
4500,Arnaud Charvillat,15.0,-circonscription-paris,Lutte ouvrière,"0,56%"
4501,Hacen Mohammedi,15.0,-circonscription-paris,Sans étiquette,"0,33%"
4502,Nancy Verdier,15.0,-circonscription-paris,Divers droite,"0,30%"
4503,Abbès Benaissa,15.0,-circonscription-paris,Solidarité & Progrès,"0,29%"
4504,Julien Volganli,15.0,-circonscription-paris,Parti pour la décroissance,"0,07%"
4505,Elisabeth Jaskulke,15.0,-circonscription-paris,Parti radical valoisien,"0,00%"
4506,Jean-Christophe Cambadélis,16.0,-circonscription-paris,Parti socialiste,"41,23%"
4507,Jean-Jacques Giannesini,16.0,-circonscription-paris,UMP,"20,91%"
4508,Sergio Tinti,16.0,-circonscription-paris,Front de gauche,"12,64%"
4509,Bernard Jomier,16.0,-circonscription-paris,EELV,"11,12%"
4510,Michel Ciardi,16.0,-circonscription-paris,Rassemblement bleu Marine,"5,91%"
4511,Violette Baranda,16.0,-circonscription-paris,Le Centre pour la France,"2,97%"
4512,Adrien Havas,16.0,-circonscription-paris,Parti pirate,"1,22%"
4513,Christian Ghiotti,16.0,-circonscription-paris,Parti pour la décroissance,"0,92%"
4514,Wafa Guiga,16.0,-circonscription-paris,NPA,"0,61%"
4515,Marina Podgorny,16.0,-circonscription-paris,Lutte ouvrière,"0,52%"
4516,Serge Sebban,16.0,-circonscription-paris,Parti ouvrier indépendant,"0,45%"
4517,Mustapha Saadi,16.0,-circonscription-paris,Parti radical valoisien,"0,45%"
4518,Thierry Rochas,16.0,-circonscription-paris,Nouveau centre,"0,44%"
4519,Rudy Kazi,16.0,-circonscription-paris,Parti chrétien démocrate,"0,24%"
4520,Thierry Broutin,16.0,-circonscription-paris,Alliance royale,"0,18%"
4521,Irène Akoun,16.0,-circonscription-paris,Divers droite,"0,18%"
4522,Daniel Vaillant,17.0,-circonscription-paris,Parti socialiste,"46,11%"
4523,Roxane Decorte,17.0,-circonscription-paris,UMP,"18,29%"
4524,Ian Brossat,17.0,-circonscription-paris,Front de gauche,"13,19%"
4525,Barbara Feledziak,17.0,-circonscription-paris,EELV,"8,33%"
4526,Vanessa Lancelot,17.0,-circonscription-paris,Rassemblement bleu Marine,"6,00%"
4527,Guillaume Ancelet,17.0,-circonscription-paris,Le Centre pour la France,"1,95%"
4528,Guillaume Floris,17.0,-circonscription-paris,NPA,"1,46%"
4529,Hervé Breuil,17.0,-circonscription-paris,Parti pirate,"1,38%"
4530,Arnaud Vincent,17.0,-circonscription-paris,Alliance écologiste indépendante,"0,62%"
4531,Stéphane Le Goff,17.0,-circonscription-paris,Lutte ouvrière,"0,58%"
4532,André Tilloy,17.0,-circonscription-paris,Parti chrétien démocrate,"0,53%"
4533,Sophie Goldszal,17.0,-circonscription-paris,Debout la République,"0,43%"
4534,Margaux Gandelon,17.0,-circonscription-paris,Parti radical valoisien,"0,42%"
4535,Clarisse Delalondre,17.0,-circonscription-paris,Parti ouvrier indépendant,"0,40%"
4536,Ronald Jean-Baptiste,17.0,-circonscription-paris,Solidarité & Progrès,"0,30%"
4537,François Bechieau,17.0,-circonscription-paris,MUP,"0,00%"
4538,Christophe Caresche,18.0,-circonscription-paris,Parti socialiste,"45,21%"
4539,Pierre-Yves Bournazel,18.0,-circonscription-paris,UMP,"22,88%"
4540,Marie-Pierre Toubhans,18.0,-circonscription-paris,Front de gauche,"9,92%"
4541,Bastien François,18.0,-circonscription-paris,EELV,"9,55%"
4542,Annabelle Letaconnoux,18.0,-circonscription-paris,Rassemblement bleu Marine,"5,33%"
4543,Grégoire Artinian,18.0,-circonscription-paris,Le Centre pour la France,"2,92%"
4544,Clément Carjat,18.0,-circonscription-paris,Parti pirate,"1,48%"
4545,Maxence Ansel,18.0,-circonscription-paris,Alliance centriste,"0,80%"
4546,Salma Oumari,18.0,-circonscription-paris,NPA,"0,68%"
4547,Hélène Hautval,18.0,-circonscription-paris,Nouveau centre,"0,44%"
4548,Olivia Lewi,18.0,-circonscription-paris,Lutte ouvrière,"0,39%"
4549,Jean-Pierre Livinec,18.0,-circonscription-paris,Alliance royale,"0,21%"
4550,Julien Delamorte,18.0,-circonscription-paris,Parti du vote blanc,"0,17%"
4551,Matthieu Decosse,18.0,-circonscription-paris,Sans étiquette,"0,02%"
4552,Valérie Fourneyron,1.0,-circonscription-seine-maritime,Parti socialiste,"41,50%"
4553,Cyrille Grenot,1.0,-circonscription-seine-maritime,Nouveau centre,"29,16%"
4554,Guillaume Pennelle,1.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"10,09%"
4555,Carine Goupil,1.0,-circonscription-seine-maritime,Front de gauche,"7,88%"
4556,Stéphane Martot,1.0,-circonscription-seine-maritime,EELV,"4,51%"
4557,Didier Polin,1.0,-circonscription-seine-maritime,Le Centre pour la France,"3,55%"
4558,José Marin,1.0,-circonscription-seine-maritime,NPA,"0,80%"
4559,Benoit Sourd-Blevin,1.0,-circonscription-seine-maritime,Parti pirate,"0,70%"
4560,Pierre-Alexandre Besson,1.0,-circonscription-seine-maritime,Alliance écologiste indépendante,"0,64%"
4561,Valérie Foissey,1.0,-circonscription-seine-maritime,Lutte ouvrière,"0,51%"
4562,Véronique Charuel,1.0,-circonscription-seine-maritime,Solidarité & Progrès,"0,28%"
4563,Hervé Brissard,1.0,-circonscription-seine-maritime,Parti ouvrier indépendant,"0,21%"
4564,Isabelle Plouchard,1.0,-circonscription-seine-maritime,Parti pour la décroissance,"0,17%"
4565,Marie-Pierre Quénéhen,1.0,-circonscription-seine-maritime,Parti du vote blanc,"0,00%"
4566,Françoise Guégot,2.0,-circonscription-seine-maritime,UMP,"36,83%"
4567,Véronique Moinet,2.0,-circonscription-seine-maritime,EELV,"35,77%"
4568,Elizabeth Lalanne de Haut,2.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"14,30%"
4569,Christian Gauthier,2.0,-circonscription-seine-maritime,Front de gauche,"6,26%"
4570,Alain Ternisien,2.0,-circonscription-seine-maritime,Le Centre pour la France,"3,86%"
4571,Chantal Menard,2.0,-circonscription-seine-maritime,Parti radical de gauche,"0,82%"
4572,Anthony L'Huillier,2.0,-circonscription-seine-maritime,Debout la République,"0,78%"
4573,Catherine Saillard,2.0,-circonscription-seine-maritime,NPA,"0,72%"
4574,Christelle Torre,2.0,-circonscription-seine-maritime,Lutte ouvrière,"0,66%"
4575,Luce Pane,3.0,-circonscription-seine-maritime,Parti socialiste,"40,48%"
4576,Hubert Wulfranc,3.0,-circonscription-seine-maritime,Front de gauche,"24,60%"
4577,Jacques Gaillard,3.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"17,68%"
4578,Brigitte Brière,3.0,-circonscription-seine-maritime,Debout la République,"4,00%"
4579,Brahim Charafi,3.0,-circonscription-seine-maritime,Le Centre pour la France,"3,86%"
4580,Christophe Chomant,3.0,-circonscription-seine-maritime,Nouveau centre,"3,78%"
4581,Jean-Pierre Lancry,3.0,-circonscription-seine-maritime,EELV,"3,32%"
4582,Christine Poupin,3.0,-circonscription-seine-maritime,NPA,"1,18%"
4583,Pascal Le Manach,3.0,-circonscription-seine-maritime,Lutte ouvrière,"0,79%"
4584,Vincent Crepel,3.0,-circonscription-seine-maritime,Solidarité & Progrès,"0,30%"
4585,Laurent Fabius,4.0,-circonscription-seine-maritime,Parti socialiste,"52,81%"
4586,Nicolas Bay,4.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"18,36%"
4587,Franck Meyer,4.0,-circonscription-seine-maritime,Nouveau centre,"14,05%"
4588,Patrice Dupray,4.0,-circonscription-seine-maritime,Front de gauche,"10,58%"
4589,Claire Lutz,4.0,-circonscription-seine-maritime,EELV,"2,41%"
4590,Regis Louail,4.0,-circonscription-seine-maritime,NPA,"1,08%"
4591,Frédéric Podguszer,4.0,-circonscription-seine-maritime,Lutte ouvrière,"0,72%"
4592,Christophe Bouillon,5.0,-circonscription-seine-maritime,Parti socialiste,"49,43%"
4593,Valérie Karmere-Loisel,5.0,-circonscription-seine-maritime,UMP,"20,49%"
4594,Thimothée Houssin,5.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"15,63%"
4595,Valérie Lebrun,5.0,-circonscription-seine-maritime,Front de gauche,"5,46%"
4596,Moïse Moreira,5.0,-circonscription-seine-maritime,Nouveau centre,"2,73%"
4597,Marie-France Persil,5.0,-circonscription-seine-maritime,EELV,"2,66%"
4598,Francois Pointel,5.0,-circonscription-seine-maritime,Debout la République,"1,42%"
4599,Christophe Poussin,5.0,-circonscription-seine-maritime,NPA,"0,80%"
4600,Yohann Duval,5.0,-circonscription-seine-maritime,MRC,"0,78%"
4601,Simon Sulkowski,5.0,-circonscription-seine-maritime,Lutte ouvrière,"0,60%"
4602,Sandrine Hurel,6.0,-circonscription-seine-maritime,Parti socialiste,"32,47%"
4603,Michel Lejeune,6.0,-circonscription-seine-maritime,UMP,"30,74%"
4604,Sébastien Jumel,6.0,-circonscription-seine-maritime,Front de gauche,"16,55%"
4605,Sophie Petel,6.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"14,73%"
4606,Frédéric Weisz,6.0,-circonscription-seine-maritime,EELV,"2,04%"
4607,Serge Renaudin,6.0,-circonscription-seine-maritime,Le Centre pour la France,"1,91%"
4608,Laurence Baguet,6.0,-circonscription-seine-maritime,Debout la République,"0,61%"
4609,Michelle Petiteville,6.0,-circonscription-seine-maritime,Lutte ouvrière,"0,54%"
4610,Rafael Alcaraz-Mor,6.0,-circonscription-seine-maritime,NPA,"0,42%"
4611,Edouard Philippe,7.0,-circonscription-seine-maritime,UMP,"39,12%"
4612,Laurent Logiou,7.0,-circonscription-seine-maritime,Parti socialiste,"34,33%"
4613,Angélique Idczak,7.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"11,80%"
4614,Nathalie Nail,7.0,-circonscription-seine-maritime,Front de gauche,"9,17%"
4615,Marie-Hélène Boileau,7.0,-circonscription-seine-maritime,EELV,"2,38%"
4616,Thierry Delpeches,7.0,-circonscription-seine-maritime,Divers gauche,"1,75%"
4617,Marie-Hélène Duverger,7.0,-circonscription-seine-maritime,NPA,"0,40%"
4618,Juliette Plouin,7.0,-circonscription-seine-maritime,Lutte ouvrière,"0,33%"
4619,Nathalie Perret,7.0,-circonscription-seine-maritime,Parti des objecteurs de croissance,"0,29%"
4620,François Cheverry,7.0,-circonscription-seine-maritime,Solidarité & Progrès,"0,28%"
4621,Ousmane Sow,7.0,-circonscription-seine-maritime,Sans étiquette,"0,14%"
4622,Catherine Troallic,8.0,-circonscription-seine-maritime,Parti socialiste,"30,50%"
4623,Jean-Paul Lecoq,8.0,-circonscription-seine-maritime,Front de gauche,"30,26%"
4624,Agnès Canayer,8.0,-circonscription-seine-maritime,UMP,"19,64%"
4625,Philippe Fouché-Saillenfest,8.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"14,60%"
4626,Pierre Dieulafait,8.0,-circonscription-seine-maritime,EELV,"2,41%"
4627,Bruno Hirout,8.0,-circonscription-seine-maritime,Le Parti de la France,"0,99%"
4628,Ariane Delamarre,8.0,-circonscription-seine-maritime,Nouveau centre,"0,95%"
4629,Daniel Dieudonné,8.0,-circonscription-seine-maritime,Lutte ouvrière,"0,49%"
4630,Wilfried Nzue Edzang,8.0,-circonscription-seine-maritime,Sans étiquette,"0,16%"
4631,Estelle Grelier,9.0,-circonscription-seine-maritime,Parti socialiste,"38,06%"
4632,Daniel Fidelin,9.0,-circonscription-seine-maritime,UMP,"33,51%"
4633,Geneviève Salvisberg,9.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"14,64%"
4634,Céline Brulin,9.0,-circonscription-seine-maritime,Front de gauche,"8,10%"
4635,Alain Plantaz,9.0,-circonscription-seine-maritime,EELV,"2,61%"
4636,Cédric Lecarpentier,9.0,-circonscription-seine-maritime,Le Centre pour la France,"1,68%"
4637,Magali Cauchois,9.0,-circonscription-seine-maritime,Lutte ouvrière,"0,74%"
4638,Myriam Tévenin,9.0,-circonscription-seine-maritime,NPA,"0,67%"
4639,Alfred Trassy-PAillogues,10.0,-circonscription-seine-maritime,UMP,"39,02%"
4640,Dominique Chauvel,10.0,-circonscription-seine-maritime,Parti socialiste,"38,88%"
4641,Isabelle Gilbert,10.0,-circonscription-seine-maritime,Rassemblement bleu Marine,"13,48%"
4642,Aline Flaux,10.0,-circonscription-seine-maritime,Front de gauche,"4,61%"
4643,Jolanta Avril,10.0,-circonscription-seine-maritime,EELV,"2,47%"
4644,Eric Moisan,10.0,-circonscription-seine-maritime,Lutte ouvrière,"0,83%"
4645,Michèle Mor,10.0,-circonscription-seine-maritime,NPA,"0,71%"
4646,Jean-Claude Mignon,1.0,-circonscription-seine-et-marne,UMP,"38,37%"
4647,Lionel Walker,1.0,-circonscription-seine-et-marne,Divers gauche,"33,08%"
4648,Béatrice Roullaud,1.0,-circonscription-seine-et-marne,Rassemblement bleu Marine,"13,57%"
